NAME,LATITUDE,LONGITUDE
RGI50-14.13977,32.66752,77.84357
RGI50-14.13978,32.67075,77.85437
RGI50-14.13979,32.6206,77.83073
RGI50-14.13980,32.62434,77.81776
RGI50-14.13981,32.62029,77.79346
RGI50-14.13982,32.63429,77.81778
RGI50-14.13983,32.63013,77.81518
RGI50-14.13984,32.63253,77.80965
RGI50-14.13985,32.65366,77.80678
RGI50-14.13986,32.64846,77.80228
RGI50-14.13987,32.6494,77.81303
RGI50-14.13988,32.64506,77.78123
RGI50-14.13989,32.70503,77.79974
RGI50-14.13990,32.69719,77.80721
RGI50-14.13991,32.66378,77.77715
RGI50-14.13992,32.66892,77.78172
RGI50-14.13993,32.68149,77.80749
RGI50-14.13994,32.68259,77.80023
RGI50-14.13995,32.67674,77.78201
RGI50-14.13996,32.67437,77.79036
RGI50-14.13997,32.6809,77.78996
RGI50-14.13998,32.64207,77.75333
RGI50-14.13999,32.638,77.75116
RGI50-14.14000,32.7037,77.75346
RGI50-14.14001,32.69463,77.74636
RGI50-14.14002,32.68575,77.72614
RGI50-14.14003,32.67556,77.73296
RGI50-14.14004,32.68989,77.72182
RGI50-14.14005,32.65499,77.76702
RGI50-14.14006,32.6557,77.74727
RGI50-14.14007,32.66683,77.7475
RGI50-14.14008,32.66434,77.75832
RGI50-14.14009,32.6761,77.74076
RGI50-14.14010,32.67801,77.74838
RGI50-14.14011,32.70114,77.75012
RGI50-14.14012,32.62033,77.69239
RGI50-14.14013,32.62528,77.69484
RGI50-14.14014,32.63219,77.71437
RGI50-14.14015,32.63136,77.71085
RGI50-14.14016,32.63615,77.71815
RGI50-14.14017,32.63219,77.69979
RGI50-14.14018,32.64227,77.7039
RGI50-14.14019,32.65023,77.69318
RGI50-14.14020,32.64591,77.68726
RGI50-14.14021,32.63691,77.68375
RGI50-14.14022,32.63471,77.67292
RGI50-14.14023,32.65601,77.66766
RGI50-14.14024,32.64813,77.65457
RGI50-14.14025,32.77459,77.75368
RGI50-14.14026,32.76222,77.72902
RGI50-14.14027,32.75701,77.72701
RGI50-14.14028,32.73872,77.71946
RGI50-14.14029,32.68938,77.6502
RGI50-14.14030,32.68635,77.66856
RGI50-14.14031,32.68926,77.632
RGI50-14.14032,32.68677,77.64198
RGI50-14.14033,32.68568,77.65759
RGI50-14.14034,32.67595,77.60298
RGI50-14.14035,32.68279,77.59828
RGI50-14.14036,32.68279,77.62881
RGI50-14.14037,32.67156,77.62975
RGI50-14.14038,32.66395,77.6347
RGI50-14.14039,32.65324,77.62847
RGI50-14.14040,32.66534,77.6109
RGI50-14.14041,32.6437,77.60024
RGI50-14.14042,32.52689,77.69274
RGI50-14.14043,32.6263,77.6588
RGI50-14.14044,32.56199,77.60668
RGI50-14.14045,32.5558,77.60406
RGI50-14.14046,32.5397,77.60336
RGI50-14.14047,32.62514,77.65089
RGI50-14.14048,32.62885,77.63097
RGI50-14.14049,32.60548,77.65601
RGI50-14.14050,32.58184,77.65749
RGI50-14.14051,32.58178,77.64446
RGI50-14.14052,32.57511,77.64105
RGI50-14.14053,32.56979,77.67755
RGI50-14.14054,32.55807,77.70037
RGI50-14.14055,32.5984,77.63426
RGI50-14.14056,32.59468,77.62352
RGI50-14.14057,32.58681,77.63039
RGI50-14.14058,32.58528,77.63329
RGI50-14.14059,32.58281,77.61379
RGI50-14.14060,32.56819,77.60789
RGI50-14.14061,32.55208,77.6039
RGI50-14.14062,32.54581,77.60485
RGI50-14.14063,32.53185,77.61136
RGI50-14.14064,32.52248,77.71114
RGI50-14.14065,32.51935,77.69534
RGI50-14.14066,32.51099,77.70593
RGI50-14.14067,32.50279,77.70864
RGI50-14.14068,32.50049,77.71241
RGI50-14.14069,32.53249,77.70676
RGI50-14.14070,32.54195,77.69995
RGI50-14.14071,32.54241,77.68729
RGI50-14.14072,32.54597,77.68059
RGI50-14.14073,32.55197,77.69364
RGI50-14.14074,32.55415,77.6823
RGI50-14.14075,32.56398,77.69113
RGI50-14.14076,32.58239,77.66563
RGI50-14.14077,32.59048,77.6721
RGI50-14.14078,32.57932,77.67025
RGI50-14.14079,32.57897,77.67625
RGI50-14.14080,32.58639,77.6534
RGI50-14.14081,32.59959,77.65652
RGI50-14.14082,32.61536,77.65156
RGI50-14.14083,32.61918,77.6246
RGI50-14.14084,32.61525,77.63348
RGI50-14.14085,32.62148,77.62205
RGI50-14.14086,32.48606,77.81228
RGI50-14.14087,32.48362,77.81178
RGI50-14.14088,32.48243,77.78687
RGI50-14.14089,32.47526,77.64153
RGI50-14.14090,32.50815,77.63329
RGI50-14.14091,32.51288,77.63685
RGI50-14.14092,32.59283,77.59868
RGI50-14.14093,32.57448,77.57549
RGI50-14.14094,32.58165,77.59802
RGI50-14.14095,32.56618,77.59397
RGI50-14.14096,32.55789,77.58635
RGI50-14.14097,32.56307,77.54124
RGI50-14.14098,32.56839,77.54952
RGI50-14.14099,32.57655,77.5405
RGI50-14.14100,32.66586,77.5992
RGI50-14.14101,32.63334,77.59223
RGI50-14.14102,32.63973,77.59456
RGI50-14.14103,32.65205,77.51579
RGI50-14.14104,32.63322,77.5174
RGI50-14.14105,32.65935,77.60434
RGI50-14.14106,32.65808,77.59013
RGI50-14.14107,32.6511,77.61047
RGI50-14.14108,32.65339,77.57639
RGI50-14.14109,32.61789,77.56846
RGI50-14.14110,32.62339,77.57227
RGI50-14.14111,32.62551,77.58028
RGI50-14.14112,32.64272,77.53538
RGI50-14.14113,32.63649,77.56365
RGI50-14.14114,32.64874,77.52409
RGI50-14.14115,32.64372,77.50775
RGI50-14.14116,32.66327,77.51012
RGI50-14.14117,32.6688,77.51694
RGI50-14.14118,32.66885,77.50179
RGI50-14.14119,32.66062,77.5209
RGI50-14.14120,32.67323,77.59547
RGI50-14.14121,32.6777,77.59373
RGI50-14.14122,32.68998,77.54188
RGI50-14.14123,32.71121,77.58025
RGI50-14.14124,32.70439,77.55412
RGI50-14.14125,32.70504,77.54895
RGI50-14.14126,32.68408,77.55166
RGI50-14.14127,32.68275,77.58348
RGI50-14.14128,32.68902,77.56799
RGI50-14.14129,32.70208,77.58983
RGI50-14.14130,32.7081,77.57198
RGI50-14.14131,32.70889,77.55511
RGI50-14.14132,32.70662,77.56165
RGI50-14.14133,32.72567,77.62159
RGI50-14.14134,32.71736,77.6294
RGI50-14.14135,32.72122,77.6273
RGI50-14.14136,32.7122,77.61413
RGI50-14.14137,32.73469,77.59283
RGI50-14.14138,32.7394,77.59672
RGI50-14.14139,32.78924,77.5799
RGI50-14.14140,32.80412,77.53678
RGI50-14.14141,32.77708,77.57684
RGI50-14.14142,32.78024,77.5783
RGI50-14.14143,32.784,77.58392
RGI50-14.14144,32.7803,77.5899
RGI50-14.14145,32.76807,77.5507
RGI50-14.14146,32.79671,77.53886
RGI50-14.14147,32.79653,77.55117
RGI50-14.14148,32.79475,77.54541
RGI50-14.14149,32.81342,77.50971
RGI50-14.14150,32.69966,77.48
RGI50-14.14151,32.70693,77.4813
RGI50-14.14152,32.71655,77.49113
RGI50-14.14153,32.74448,77.50104
RGI50-14.14154,32.71308,77.51634
RGI50-14.14155,32.72958,77.52215
RGI50-14.14156,32.75167,77.52513
RGI50-14.14157,32.74429,77.46017
RGI50-14.14158,32.74254,77.45258
RGI50-14.14159,32.75426,77.44703
RGI50-14.14160,32.71969,77.4709
RGI50-14.14161,32.75619,77.48338
RGI50-14.14162,32.76929,77.44557
RGI50-14.14163,32.77933,77.45703
RGI50-14.14164,32.76147,77.46388
RGI50-14.14165,32.76908,77.52065
RGI50-14.14166,32.76355,77.52589
RGI50-14.14167,32.73621,77.476
RGI50-14.14168,32.72218,77.50367
RGI50-14.14169,32.74517,77.48731
RGI50-14.14268,32.81737,77.3754
RGI50-14.14269,32.82255,77.38746
RGI50-14.14270,32.82639,77.41652
RGI50-14.14272,32.81516,77.41714
RGI50-14.14273,32.80692,77.39055
RGI50-14.14274,32.7963,77.38287
RGI50-14.14275,32.79582,77.37885
RGI50-14.14276,32.78521,77.39974
RGI50-14.14277,32.78997,77.40602
RGI50-14.14278,32.79348,77.39352
RGI50-14.14279,32.77792,77.40257
RGI50-14.14280,32.81068,77.35932
RGI50-14.14281,32.80952,77.34943
RGI50-14.14300,32.76838,77.30011
RGI50-14.14301,32.77047,77.31305
RGI50-14.14302,32.76016,77.30447
RGI50-14.14303,32.75924,77.30869
RGI50-14.14304,32.75937,77.34152
RGI50-14.14305,32.74716,77.3601
RGI50-14.14306,32.75838,77.52126
RGI50-14.14307,32.74556,77.52803
RGI50-14.14308,32.76482,77.32108
RGI50-14.14309,32.74628,77.35189
RGI50-14.14310,32.75282,77.34032
RGI50-14.14312,32.7399,77.38553
RGI50-14.14313,32.73478,77.36548
RGI50-14.14314,32.70599,77.37895
RGI50-14.14315,32.71952,77.36071
RGI50-14.14316,32.71483,77.36662
RGI50-14.14317,32.72127,77.37271
RGI50-14.14318,32.71429,77.37552
RGI50-14.14319,32.71591,77.38754
RGI50-14.14320,32.70599,77.40857
RGI50-14.14321,32.71113,77.39989
RGI50-14.14322,32.73239,77.38179
RGI50-14.14323,32.7336,77.37772
RGI50-14.14324,32.73936,77.39767
RGI50-14.14887,32.79119,77.21083
RGI50-14.14888,32.79454,77.18759
RGI50-14.14894,32.70457,77.28671
RGI50-14.14895,32.69794,77.27657
RGI50-14.14896,32.69444,77.26391
RGI50-14.14897,32.68251,77.28307
RGI50-14.14898,32.67189,77.29037
RGI50-14.14899,32.66139,77.30128
RGI50-14.14900,32.65676,77.29584
RGI50-14.14901,32.64952,77.30318
RGI50-14.14902,32.64796,77.339
RGI50-14.14903,32.64132,77.3504
RGI50-14.14904,32.64106,77.36684
RGI50-14.14905,32.61963,77.36543
RGI50-14.14907,32.60647,77.39003
RGI50-14.14908,32.68916,77.28312
RGI50-14.14909,32.70255,77.30205
RGI50-14.14910,32.69859,77.32912
RGI50-14.14911,32.68127,77.30677
RGI50-14.14912,32.68243,77.31097
RGI50-14.14913,32.66658,77.32005
RGI50-14.14914,32.654,77.36636
RGI50-14.14915,32.67389,77.43118
RGI50-14.14916,32.65633,77.41603
RGI50-14.14917,32.67212,77.4231
RGI50-14.14918,32.66809,77.41695
RGI50-14.14919,32.68492,77.35225
RGI50-14.14920,32.67078,77.37604
RGI50-14.14921,32.65687,77.38031
RGI50-14.14922,32.63633,77.42187
RGI50-14.14923,32.64111,77.39391
RGI50-14.14924,32.64514,77.39832
RGI50-14.14925,32.63876,77.41539
RGI50-14.14926,32.69434,77.3494
RGI50-14.14927,32.64439,77.43655
RGI50-14.14928,32.63742,77.44026
RGI50-14.14929,32.62942,77.43112
RGI50-14.14930,32.62735,77.42041
RGI50-14.14931,32.62498,77.42442
RGI50-14.14932,32.61366,77.45171
RGI50-14.14933,32.60778,77.45491
RGI50-14.14934,32.61813,77.4101
RGI50-14.14935,32.61649,77.41705
RGI50-14.14936,32.57726,77.41924
RGI50-14.14937,32.58398,77.43371
RGI50-14.14938,32.56957,77.31617
RGI50-14.14939,32.59486,77.36742
RGI50-14.14940,32.58781,77.39172
RGI50-14.14941,32.57812,77.40456
RGI50-14.14942,32.60476,77.4225
RGI50-14.14943,32.56105,77.33022
RGI50-14.14944,32.55416,77.36754
RGI50-14.14945,32.6023,77.38316
RGI50-14.14946,32.59626,77.38796
RGI50-14.14947,32.58715,77.40131
RGI50-14.14948,32.56356,77.43896
RGI50-14.14949,32.56306,77.56532
RGI50-14.14950,32.54,77.40659
RGI50-14.14951,32.56115,77.38199
RGI50-14.14952,32.55865,77.39629
RGI50-14.14953,32.55641,77.392
RGI50-14.14954,32.55849,77.38855
RGI50-14.14955,32.56021,77.31252
RGI50-14.14956,32.55297,77.31099
RGI50-14.14957,32.53755,77.49565
RGI50-14.14958,32.55813,77.48666
RGI50-14.14959,32.54428,77.4842
RGI50-14.14960,32.53486,77.43839
RGI50-14.14961,32.53968,77.41528
RGI50-14.14962,32.53109,77.46179
RGI50-14.14963,32.56519,77.47249
RGI50-14.14964,32.56948,77.45584
RGI50-14.14992,32.75866,76.9689
RGI50-14.14997,32.75026,76.92088
RGI50-14.14999,32.7263,76.98129
RGI50-14.15000,32.72098,76.96888
RGI50-14.15001,32.7238,77.01007
RGI50-14.15002,32.71864,76.94941
RGI50-14.15003,32.7174,76.96077
RGI50-14.15004,32.7182,76.94553
RGI50-14.15005,32.71507,76.95775
RGI50-14.15006,32.73426,76.99418
RGI50-14.15007,32.75296,76.979
RGI50-14.15008,32.7576,77.02145
RGI50-14.15009,32.73512,76.90459
RGI50-14.15010,32.71253,76.92292
RGI50-14.15011,32.74187,76.94431
RGI50-14.15012,32.70011,76.99026
RGI50-14.15013,32.70767,76.98896
RGI50-14.15014,32.70134,76.97364
RGI50-14.15015,32.69244,76.97147
RGI50-14.15016,32.69271,76.98579
RGI50-14.15017,32.68169,76.9894
RGI50-14.15018,32.6825,76.9706
RGI50-14.15019,32.67834,76.96564
RGI50-14.15020,32.67632,76.96161
RGI50-14.15045,32.77193,77.05747
RGI50-14.15046,32.77573,77.07582
RGI50-14.15047,32.70652,77.07653
RGI50-14.15048,32.69129,77.0524
RGI50-14.15049,32.72554,77.06435
RGI50-14.15050,32.6418,77.05565
RGI50-14.15051,32.68725,77.07636
RGI50-14.15052,32.70988,77.03579
RGI50-14.15053,32.72614,77.04104
RGI50-14.15054,32.73238,77.0238
RGI50-14.15056,32.68767,77.03513
RGI50-14.15057,32.68357,77.04218
RGI50-14.15058,32.68029,77.03699
RGI50-14.15059,32.67677,77.03789
RGI50-14.15060,32.66682,77.06035
RGI50-14.15061,32.66383,77.05589
RGI50-14.15062,32.66886,77.05092
RGI50-14.15063,32.67142,77.04494
RGI50-14.15064,32.67173,77.05509
RGI50-14.15065,32.66274,77.06685
RGI50-14.15066,32.65303,77.06778
RGI50-14.15067,32.6274,77.0471
RGI50-14.15068,32.63413,77.0581
RGI50-14.15069,32.65294,77.08479
RGI50-14.15070,32.65961,77.09231
RGI50-14.15071,32.66119,77.09525
RGI50-14.15072,32.66261,77.11575
RGI50-14.15073,32.66514,77.12428
RGI50-14.15074,32.56666,77.24091
RGI50-14.15075,32.58025,77.21098
RGI50-14.15076,32.58197,77.22355
RGI50-14.15077,32.56767,77.21748
RGI50-14.15078,32.56676,77.25141
RGI50-14.15079,32.59137,77.18478
RGI50-14.15169,32.60656,77.35886
RGI50-14.15174,32.16812,77.73447
RGI50-14.15175,32.13969,77.75611
RGI50-14.15176,31.88587,77.53095
RGI50-14.15177,31.94159,77.527
RGI50-14.15189,32.5525,77.23861
RGI50-14.15190,32.55099,77.22401
RGI50-14.15191,32.54942,77.19149
RGI50-14.15192,32.5268,77.12503
RGI50-14.15193,32.54986,77.25308
RGI50-14.15194,32.53777,77.24973
RGI50-14.15195,32.54521,77.26794
RGI50-14.15196,32.53248,77.27147
RGI50-14.15197,32.51973,77.27508
RGI50-14.15198,32.54193,77.31989
RGI50-14.15199,32.5131,77.27645
RGI50-14.15200,32.52736,77.25867
RGI50-14.15201,32.52139,77.26231
RGI50-14.15202,32.51674,77.26443
RGI50-14.15203,32.51171,77.26759
RGI50-14.15204,32.5051,77.20837
RGI50-14.15205,32.48447,77.20762
RGI50-14.15206,32.47616,77.19186
RGI50-14.15207,32.4662,77.23067
RGI50-14.15208,32.47403,77.2494
RGI50-14.15209,32.47896,77.27175
RGI50-14.15216,32.2635,77.02226
RGI50-14.15217,32.26153,77.03163
RGI50-14.15218,32.27116,77.03358
RGI50-14.15219,32.27731,77.03716
RGI50-14.15222,32.33443,77.034
RGI50-14.15224,32.2618,77.0706
RGI50-14.15225,32.27731,77.0843
RGI50-14.15226,32.28456,77.08806
RGI50-14.15227,32.28905,77.09296
RGI50-14.15228,32.26758,77.08151
RGI50-14.15229,32.30915,77.06469
RGI50-14.15230,32.31453,77.08781
RGI50-14.15231,32.3237,77.09534
RGI50-14.15232,32.40942,77.14856
RGI50-14.15233,32.39533,77.17389
RGI50-14.15234,32.39064,77.10487
RGI50-14.15235,32.39949,77.08712
RGI50-14.15251,32.10438,77.45133
RGI50-14.15252,32.08478,77.44107
RGI50-14.15253,32.08775,77.45233
RGI50-14.15254,32.37186,77.56543
RGI50-14.15255,32.37846,77.56696
RGI50-14.15256,32.46751,77.27686
RGI50-14.15257,32.53873,77.13585
RGI50-14.15258,32.52674,77.13972
RGI50-14.15259,32.53504,77.11587
RGI50-14.15260,32.46661,77.23946
RGI50-14.15261,32.38223,77.06866
RGI50-14.15262,32.39213,77.09279
RGI50-14.15263,32.38974,77.11528
RGI50-14.15264,32.35118,77.05752
RGI50-14.15265,32.34607,77.07824
RGI50-14.15266,32.32932,77.08497
RGI50-14.15267,32.30656,77.06034
RGI50-14.15268,32.29522,77.10152
RGI50-14.15269,32.31049,77.09149
RGI50-14.15270,32.30479,77.09994
RGI50-14.15271,32.27087,77.07574
RGI50-14.15272,32.25688,77.03716
RGI50-14.15274,32.249,77.03578
RGI50-14.15275,32.38177,77.2006
RGI50-14.15276,32.38186,77.19045
RGI50-14.15295,32.38577,77.07294
RGI50-14.15296,32.39437,77.08559
RGI50-14.15297,32.39158,77.07763
RGI50-14.15298,32.39746,77.1014
RGI50-14.15299,32.46065,77.23446
RGI50-14.15300,32.28846,77.08807
RGI50-14.15301,32.25332,77.03641
RGI50-14.15304,31.8878,77.65353
RGI50-14.15305,31.87885,77.64782
RGI50-14.15306,31.87461,77.56524
RGI50-14.15307,31.87714,77.55732
RGI50-14.15308,31.88522,77.6115
RGI50-14.15310,31.89838,77.51408
RGI50-14.15311,31.89089,77.51508
RGI50-14.15312,31.8597,77.59387
RGI50-14.15313,31.92051,77.6357
RGI50-14.15314,31.91899,77.57387
RGI50-14.15315,31.9049,77.62508
RGI50-14.15316,31.92283,77.60644
RGI50-14.15317,31.91871,77.60944
RGI50-14.15318,31.89967,77.57403
RGI50-14.15319,31.91225,77.59087
RGI50-14.15320,31.90266,77.61231
RGI50-14.15321,31.84785,77.53674
RGI50-14.15322,31.92635,77.63556
RGI50-14.15323,31.91003,77.60203
RGI50-14.15324,31.9161,77.61839
RGI50-14.15325,31.93078,77.60637
RGI50-14.15326,32.00129,77.60919
RGI50-14.15327,32.0011,77.6018
RGI50-14.15328,31.9979,77.58941
RGI50-14.15329,31.82626,77.57988
RGI50-14.15330,31.83191,77.57484
RGI50-14.15331,31.84209,77.5819
RGI50-14.15332,31.84942,77.58455
RGI50-14.15333,31.84252,77.5673
RGI50-14.15334,31.84796,77.55261
RGI50-14.15335,31.84518,77.547
RGI50-14.15336,31.84601,77.53367
RGI50-14.15337,31.88757,77.56773
RGI50-14.15338,31.87475,77.57845
RGI50-14.15339,31.8665,77.58724
RGI50-14.15340,31.85872,77.675
RGI50-14.15341,31.83699,77.57879
RGI50-14.15342,31.91433,77.56399
RGI50-14.15343,31.92011,77.58213
RGI50-14.15344,31.88247,77.51951
RGI50-14.15345,31.89011,77.54964
RGI50-14.15346,31.8943,77.54364
RGI50-14.15347,31.89207,77.52825
RGI50-14.15348,31.88785,77.5095
RGI50-14.15349,31.9125,77.53094
RGI50-14.15350,31.90781,77.51859
RGI50-14.15351,31.91217,77.50081
RGI50-14.15352,31.91768,77.4931
RGI50-14.15353,31.91784,77.50726
RGI50-14.15354,31.92154,77.5052
RGI50-14.15355,31.93275,77.49204
RGI50-14.15356,31.93727,77.49996
RGI50-14.15357,31.9306,77.51494
RGI50-14.15358,31.93395,77.51846
RGI50-14.15359,31.94853,77.51356
RGI50-14.15360,31.95723,77.50423
RGI50-14.15361,31.95373,77.49936
RGI50-14.15362,31.95089,77.52379
RGI50-14.15363,31.93748,77.60086
RGI50-14.15364,31.97763,77.6796
RGI50-14.15365,31.97513,77.67695
RGI50-14.15366,32.01751,77.60752
RGI50-14.15367,32.01862,77.6453
RGI50-14.15368,31.99735,77.62074
RGI50-14.15369,32.00148,77.63891
RGI50-14.15370,31.98725,77.62583
RGI50-14.15371,31.99462,77.63468
RGI50-14.15372,32.02813,77.58096
RGI50-14.15373,32.04892,77.57507
RGI50-14.15374,32.04636,77.56726
RGI50-14.15375,32.03844,77.55743
RGI50-14.15376,32.0228,77.56763
RGI50-14.15377,32.03346,77.5351
RGI50-14.15378,32.06083,77.61943
RGI50-14.15379,32.03402,77.64024
RGI50-14.15380,31.93222,77.43652
RGI50-14.15381,31.92973,77.4307
RGI50-14.15382,31.93039,77.42262
RGI50-14.15383,31.93525,77.39444
RGI50-14.15384,31.91065,77.42947
RGI50-14.15385,31.9062,77.42149
RGI50-14.15386,32.02492,77.51952
RGI50-14.15387,32.0288,77.52749
RGI50-14.15388,32.02287,77.52882
RGI50-14.15389,32.02111,77.53358
RGI50-14.15390,32.02776,77.54157
RGI50-14.15391,32.02386,77.54887
RGI50-14.15392,32.0165,77.55539
RGI50-14.15393,32.02728,77.56471
RGI50-14.15394,32.02228,77.56033
RGI50-14.15395,32.03664,77.59925
RGI50-14.15396,32.0793,77.66575
RGI50-14.15397,32.0689,77.67013
RGI50-14.15398,32.07518,77.61329
RGI50-14.15399,32.07196,77.63815
RGI50-14.15401,32.0572,77.66477
RGI50-14.15402,32.04375,77.67155
RGI50-14.15403,32.06331,77.67815
RGI50-14.15404,32.0653,77.70554
RGI50-14.15405,32.19047,77.72117
RGI50-14.15406,32.14833,77.68946
RGI50-14.15407,32.13211,77.5094
RGI50-14.15408,32.15221,77.60004
RGI50-14.15410,32.16314,77.58113
RGI50-14.15411,32.09072,77.57024
RGI50-14.15412,32.08385,77.56176
RGI50-14.15413,32.08125,77.54935
RGI50-14.15414,32.07989,77.54095
RGI50-14.15415,32.08142,77.53368
RGI50-14.15416,32.09222,77.50859
RGI50-14.15419,32.12712,77.56561
RGI50-14.15420,32.09782,77.57874
RGI50-14.15421,32.10557,77.55913
RGI50-14.15422,32.08642,77.63661
RGI50-14.15423,32.08516,77.63435
RGI50-14.15424,32.08369,77.6253
RGI50-14.15425,32.11838,77.67013
RGI50-14.15426,32.08437,77.54235
RGI50-14.15427,32.08923,77.55282
RGI50-14.15428,32.1086,77.53423
RGI50-14.15429,32.15903,77.51936
RGI50-14.15430,32.15191,77.52087
RGI50-14.15431,32.14375,77.5155
RGI50-14.15432,32.19344,77.55598
RGI50-14.15433,32.13583,77.51258
RGI50-14.15435,32.18356,77.5285
RGI50-14.15436,32.19279,77.51252
RGI50-14.15437,32.18973,77.52118
RGI50-14.15438,32.18102,77.4836
RGI50-14.15439,32.20381,77.50565
RGI50-14.15440,32.2725,77.55548
RGI50-14.15441,32.27407,77.54989
RGI50-14.15442,32.26473,77.55112
RGI50-14.15443,32.2604,77.54685
RGI50-14.15444,32.25639,77.54148
RGI50-14.15445,32.16542,77.64292
RGI50-14.15446,32.22289,77.67659
RGI50-14.15448,32.18032,77.64454
RGI50-14.15449,32.16632,77.66652
RGI50-14.15450,32.17083,77.63457
RGI50-14.15451,32.17233,77.64487
RGI50-14.15452,32.16897,77.6424
RGI50-14.15453,32.18166,77.63564
RGI50-14.15454,32.17458,77.60365
RGI50-14.15455,32.25206,77.55509
RGI50-14.15456,32.24868,77.56068
RGI50-14.15458,32.25765,77.49135
RGI50-14.15459,32.2506,77.50165
RGI50-14.15460,32.24321,77.4981
RGI50-14.15461,32.25887,77.48127
RGI50-14.15462,32.25692,77.47443
RGI50-14.15463,32.2397,77.48599
RGI50-14.15464,32.25933,77.47131
RGI50-14.15465,32.149,77.45026
RGI50-14.15466,32.16457,77.45607
RGI50-14.15467,32.15907,77.46499
RGI50-14.15468,32.13063,77.4402
RGI50-14.15469,32.15278,77.4408
RGI50-14.15470,32.1809,77.46467
RGI50-14.15471,32.23254,77.45744
RGI50-14.15472,32.25851,77.50983
RGI50-14.15473,32.22013,77.45455
RGI50-14.15474,32.26525,77.39204
RGI50-14.15475,32.26987,77.41017
RGI50-14.15476,32.21552,77.3907
RGI50-14.15477,32.229,77.42059
RGI50-14.15478,32.1766,77.44923
RGI50-14.15479,32.34542,77.2876
RGI50-14.15480,32.33965,77.27437
RGI50-14.15481,32.30007,77.34531
RGI50-14.15482,32.30531,77.3409
RGI50-14.15483,32.31063,77.32743
RGI50-14.15484,32.30238,77.32359
RGI50-14.15485,32.2982,77.3339
RGI50-14.15488,32.15179,77.36671
RGI50-14.15489,32.15336,77.37748
RGI50-14.15490,32.19293,77.35796
RGI50-14.15492,32.2415,77.3418
RGI50-14.15495,32.23804,77.3557
RGI50-14.15496,32.22701,77.36561
RGI50-14.15497,32.24358,77.34616
RGI50-14.15498,32.2443,77.35303
RGI50-14.15499,32.24928,77.33469
RGI50-14.15500,32.25818,77.34508
RGI50-14.15501,32.27055,77.37279
RGI50-14.15502,32.25779,77.32339
RGI50-14.15503,32.23276,77.34792
RGI50-14.15504,32.23157,77.35849
RGI50-14.15505,32.16246,77.34464
RGI50-14.15506,32.14973,77.40347
RGI50-14.15507,32.15262,77.37222
RGI50-14.15511,32.15277,77.34816
RGI50-14.15513,32.09877,77.44643
RGI50-14.15514,32.06134,77.41163
RGI50-14.15515,32.07132,77.40356
RGI50-14.15516,32.08024,77.40206
RGI50-14.15517,32.11313,77.43365
RGI50-14.15518,32.09197,77.44724
RGI50-14.15519,32.07018,77.43933
RGI50-14.15521,32.07599,77.41993
RGI50-14.15522,32.07386,77.41515
RGI50-14.15523,32.06902,77.41477
RGI50-14.15524,32.10114,77.42133
RGI50-14.15525,32.10798,77.40945
RGI50-14.15526,32.11919,77.40801
RGI50-14.15527,32.11716,77.40493
RGI50-14.15528,32.10192,77.39658
RGI50-14.15529,32.09983,77.38499
RGI50-14.15530,32.09823,77.37595
RGI50-14.15531,32.08794,77.38572
RGI50-14.15532,32.0645,77.40491
RGI50-14.15533,32.06701,77.44337
RGI50-14.15534,32.10899,77.44607
RGI50-14.15535,32.10625,77.43134
RGI50-14.15537,32.18993,77.37199
RGI50-14.15538,32.20612,77.34103
RGI50-14.15539,32.20451,77.33408
RGI50-14.15540,32.2049,77.32777
RGI50-14.15542,32.12319,77.56432
RGI50-14.15543,32.11966,77.43974
RGI50-14.15544,32.18058,77.4091
RGI50-14.15545,32.15891,77.40041
RGI50-14.15546,32.19722,77.37926
RGI50-14.15547,32.19357,77.38234
RGI50-14.15549,32.15479,77.38424
RGI50-14.15550,32.19908,77.36306
RGI50-14.15551,32.20083,77.36976
RGI50-14.15552,32.20391,77.34993
RGI50-14.15553,32.24916,77.34219
RGI50-14.15554,32.2546,77.32171
RGI50-14.15555,32.30886,77.31738
RGI50-14.15556,32.30541,77.3141
RGI50-14.15557,32.31254,77.33416
RGI50-14.15558,32.33947,77.30138
RGI50-14.15559,32.33057,77.26123
RGI50-14.15560,32.35907,77.27383
RGI50-14.15561,32.3303,77.40577
RGI50-14.15562,32.34216,77.41186
RGI50-14.15563,32.37837,77.35062
RGI50-14.15564,32.3744,77.34141
RGI50-14.15565,32.36621,77.41227
RGI50-14.15566,32.35568,77.44298
RGI50-14.15567,32.44288,77.50296
RGI50-14.15568,32.43685,77.51923
RGI50-14.15569,32.43226,77.51234
RGI50-14.15570,32.42847,77.50683
RGI50-14.15571,32.42708,77.49963
RGI50-14.15572,32.42377,77.49662
RGI50-14.15573,32.41906,77.49108
RGI50-14.15574,32.40733,77.55556
RGI50-14.15575,32.41561,77.54754
RGI50-14.15576,32.40407,77.53604
RGI50-14.15577,32.39364,77.52106
RGI50-14.15578,32.38652,77.49834
RGI50-14.15579,32.38845,77.52875
RGI50-14.15580,32.37797,77.57745
RGI50-14.15581,32.36235,77.57446
RGI50-14.15582,32.35179,77.56873
RGI50-14.15583,32.32673,77.4976
RGI50-14.15584,32.33598,77.47233
RGI50-14.15585,32.36407,77.45265
RGI50-14.15586,32.34368,77.46652
RGI50-14.15587,32.33454,77.41393
RGI50-14.15588,32.35203,77.42321
